dose_0,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,dose_7,dose_8,dose_9,dose_10,dose_11,dose_12,dose_13,dose_14,dose_15,dose_16,dose_17,dose_18,dose_19,dose_20,dose_21,dose_22,dose_23,dose_24,dose_25,dose_26,dose_27,dose_28,dose_29,dose_30,dose_31,dose_32
28.897638730954995,28.280236736103564,28.419928822710887,28.8495778672838,30.03250158508635,29.681660099886816,30.483498280258907,33.27838453169221,31.75164359034062,31.54509766896749,32.04998811714814,32.38247891653,34.95545910622433,34.6347715495941,34.177140869034744,37.91088715288454,39.09931473417486,40.825207094333074,43.24870815725879,40.89668874097049,44.7106357295711,45.94661582628032,48.41244625255308,51.882507382829,54.848840209304726,59.38428551413418,65.06475337694009,75.89860355995235,98.28864240148076,65.5714522163065,12.030238998884451,0.3621869825071158,0.0
29.073582288469257,28.463350912023124,28.355454650672524,28.16329632583397,29.93408983714756,30.02657276792189,30.89082930428403,33.146699409118305,31.883155089749355,31.690377668251493,32.13995962657783,32.03521875279777,34.382278718098085,34.32322579244907,34.007040062122975,37.61373447308771,39.05194243065343,41.118136973839775,43.05065507942441,41.19678621702381,45.09486762022356,46.379829194076976,49.6702502476685,52.91492575813612,55.30756850522507,60.44320893530062,65.53176947334433,79.8009587734289,100.0,47.63380961520394,6.53175267495666,0.0,0.0
29.077490086312448,28.41377631390429,28.214223935551544,28.274979653996667,30.059906327706504,30.16453223312245,30.62684515834557,33.48541947507129,32.122189867560444,31.686177966147326,32.11405298054554,32.79739264368434,34.395424182675754,34.70815338653245,34.165064191709185,37.24509652010118,39.23997561622398,41.898002111199,43.76331071410793,41.51268453166354,45.87137078855063,46.58782856299252,50.01045772640047,52.25408155003667,55.28072082363761,61.29740469092981,66.84061888444133,83.43464502972196,95.81073755997912,35.71609222472733,3.030033053706541,0.0,0.0
28.78287816046432,28.37096062184314,28.638620767987327,28.158608005471606,30.167303182468213,29.58992223840338,30.68929018910914,33.52230434106365,31.989502588360946,32.10378007855151,32.76143900308038,32.69549484649763,34.40834658829848,34.67083410809821,34.60868830625116,37.7339605314569,39.51783489481368,42.12336833623735,43.81634984581471,41.465003770883726,45.65053569751576,47.2820516334827,50.38990666995453,53.49332679380629,56.040488848001466,62.7172807691332,70.88357942889859,90.02992712798827,85.20927127792663,27.02085165059812,1.4340720557066111,0.0,0.0
29.22837511425393,28.661054422568707,28.73946075559816,28.418552323421256,30.067834435830573,29.91435655048529,31.15702185521804,33.6821641868468,32.38673804550785,32.0359264181207,32.65691892682524,33.10750170327438,34.47639391783339,35.14792241577624,34.44295671493638,38.049797298148974,39.88413800782845,42.83412442599511,44.296949338419104,41.41947505363605,45.5872532960702,47.49380959140285,51.9330563371434,53.730524236119344,56.512510330294354,65.22517090295874,74.24958897451464,95.6128228327718,72.75268471347273,19.38198245058991,0.4373762562011161,0.0,0.0
29.06219148940807,28.704175238397525,29.000940012400168,28.72545512819108,30.31212470797828,29.722090185793583,30.72983231001032,33.39155737473888,32.243926607196514,32.16965297760465,32.936056489366344,33.38117323096919,34.814691060734816,34.68064680641541,35.01494352272751,38.6679905807901,41.12136832116663,43.14559400064152,44.35113951455078,41.83856487562906,45.73748502898325,47.89554914385655,51.0525146390934,53.22099830228805,57.36313548310868,67.37179490533269,78.84179146661985,100.0,59.50865286720746,10.4287711521625,0.2405429445458655,0.0,0.0
29.00673213793177,28.61769761638521,29.03378730795433,28.51512528461166,30.607635213345176,29.937817023118185,30.69769768278309,33.8239131510489,31.94402594799592,32.0981669478268,33.38454675972473,33.888609427443384,35.40351923597054,34.9507540452807,35.065602918629246,39.42589839318899,41.048541953131966,43.52184894494507,43.60344578329549,42.2712671310829,46.202052183206725,47.84668864458183,51.66859370481826,53.57040144254959,58.31918543247183,67.9037595062261,84.48317291328848,95.93188908176695,46.35398386243766,4.3045195796446265,0.1682802081987034,0.0,0.0
29.126504420808,29.47955551172625,29.32166578347329,28.827105093326704,30.76115940047393,30.38521947471597,30.655956621608063,33.56659063688036,32.40357338533798,32.18712942016988,33.46270967291478,33.863204083582275,35.329881062710534,35.21597306352977,35.03464665474766,40.24177076419559,41.67693840633681,42.94765656037525,44.01237898074619,43.01279221474874,46.41142008598259,48.51539295722828,52.53814862670292,53.84428844033632,58.994768310514594,69.66171074881876,90.329981695173,94.78941565909078,34.02828850667314,3.3342401402070467,0.0,0.0,0.0
29.36742120965571,29.727968024658235,29.241977762723245,28.85351811120469,30.76443426582665,30.74576465112817,30.797113848927,33.59705329964754,32.36707335060491,32.64624137307199,33.280385301619425,33.84431891987717,35.27021044361081,35.36038973731572,35.454534275800924,40.64598158486158,42.30659195177913,43.50882970479456,44.919574197259685,43.24999169241506,47.28740368103487,49.09910501912263,53.30527851204352,55.44201740621429,61.057566671426976,72.06558045893367,92.9695289699862,81.06707923135893,22.9444346912805,1.2010520961561415,0.0,0.0,0.0
29.675934646642,29.142238602616057,29.16727597420689,28.776347171826327,30.739478103650985,30.851687812370493,31.197387508207687,33.7882734489496,32.35824795715627,32.97750458208442,33.70050468974892,34.24028070009684,35.4527874886255,35.60800916823101,36.63719724536436,40.63435756407061,43.07150101134961,43.98853259578451,45.55051461780484,43.70038074255517,48.589310465738926,48.93879556725198,54.095755018100846,57.00173405572031,63.07994433134083,75.73311312612987,94.36511506442648,64.68388534690948,15.492049579651477,0.3432478395460759,0.0,0.0,0.0
30.17656109674086,29.54611378500563,29.576667664493364,29.144321998354545,30.7972070577193,30.66344755999213,31.353938711590686,34.04811030535397,32.85988187707034,32.770763049076,34.24319477671634,34.358978616478694,34.80529451891322,35.5057164402386,36.57439320548348,41.22080035548776,42.93430640804512,43.96915186272509,45.56441718379149,43.68217929561874,48.212276793955866,49.72872742644466,55.07157007285189,57.88596493013442,64.6018934961939,81.89856001186197,100.0,53.21955339443636,8.17066998895399,0.0,0.0,0.0,0.0
30.53879272288765,29.5208417367746,29.09601204136984,29.15447320994009,30.68947052030795,30.56030902757218,31.589911946957105,33.56976142945724,32.99461227039936,33.22372401577225,34.40931878923632,35.056315536255624,34.776296509484446,35.73795633401212,37.1273648636412,42.169178696476166,43.382882576121226,44.37596313307426,45.58070028762591,43.709603802316025,48.83161212444455,50.70693553014104,54.66573484756552,58.03788933862112,66.76214630572683,87.35284404692321,99.53652102091984,38.66194944811164,5.176920479958175,0.0,0.0,0.0,0.0
30.00538155716677,29.792775357556668,29.430440188245303,29.159317788329343,30.679756884538847,30.93455003411381,31.79945344887756,33.69017670707869,33.001034373947434,33.22656217445713,34.685256239890286,34.69552500027564,35.235066924258945,35.271615002660226,37.689985386068834,42.90615103047458,43.47058464277599,44.32863849109606,46.41207231067116,43.799221861988855,49.18586681592701,50.40841733091715,55.04298194468763,58.44126641777721,69.90204102076625,92.08611475819924,88.51408465379085,24.029142036353,2.3555425849834943,0.0,0.0,0.0,0.0
29.753073980498325,29.88714412894872,29.60344290444795,29.46537291451056,31.117695738452458,31.28962498111682,31.60317297121165,34.00046639046688,32.99012168738024,33.51136489878701,35.41555708044242,34.965073464573706,35.51296694427759,35.59054793137203,37.906184723438535,42.76062525789411,44.04184890224677,44.52611631259652,46.173094550139446,43.48489812983604,50.422867788163856,51.38633920284399,55.91339076950405,60.34856414285644,74.57967388899148,94.95830165563336,73.95409549258838,13.427024558400875,0.485644589346548,0.0,0.0,0.0,0.0
29.582960350031293,29.769167383316542,29.367048994800623,28.8922418423412,30.92300644592771,31.96668129628433,31.78169439015862,34.41892908393628,33.194432972034505,33.73509428690037,34.69579929722204,35.15319162509695,35.219548677375535,35.66807678260417,38.35457749177418,43.08914470563517,43.25336214606558,45.416483149811306,47.58658382054819,44.43260767271524,50.23580878399485,52.44688609027861,57.01391753748951,60.64912573598846,79.12169651328561,100.0,58.833637228426674,7.649043991735334,0.2311130363090621,0.0,0.0,0.0,0.0
29.54773862752608,29.882082082809987,29.59727730146227,29.281238878918504,30.858276559549235,31.389923852461216,32.00584071321813,34.36222159618738,33.35665336099965,33.58685936670611,34.3056971954363,34.708409126045105,35.76699414513977,36.20520293682984,39.03307383113834,44.37475131945819,44.2477834663492,45.31823219052785,47.43566486765559,44.42381347127956,50.94036055404175,54.33462653234887,58.68267245898844,61.80136441605742,84.41129901593207,93.98463627963416,41.7259404617982,5.047526371305511,0.0,0.0,0.0,0.0,0.0
29.880344993017182,30.099364980943967,29.802254388963707,29.29115616945625,30.956299538158515,30.981132160471034,32.09393193011499,34.43765777449607,34.29562086427285,33.6505834344538,34.47267707701471,34.82704759995953,36.47445277064449,36.89495138623117,38.9844856223491,44.78973268380727,44.556239333955865,45.57340822203621,46.87886013028824,45.05746670092373,51.63701570785288,53.18486163863905,59.36888671133073,65.00184135563508,89.2213806285443,90.97539809685054,29.42368412679302,2.441904629159445,0.0,0.0,0.0,0.0,0.0
29.862511514970063,30.257614295853475,29.941021733283243,29.640511072334856,30.98035245243644,31.173134732470707,33.252401163752204,34.53500859588086,33.65678116428466,34.01097242148768,35.164644012397545,35.37479634460602,35.96768586476912,37.3732630695486,39.5097525468988,44.41203842959866,44.99077003786503,45.51054138368004,47.635251898370015,45.864588137606745,52.79856271384925,53.76941197774761,60.09392892592934,69.12562270502974,94.40848654453822,76.34149860726745,15.62486311120432,1.0569280740805287,0.0,0.0,0.0,0.0,0.0
29.82508840748497,30.38099718275208,30.667679394290044,29.783811596561364,31.33347223665847,31.523100978697435,32.68903027369259,34.9881498259142,33.5455815253693,33.82148268514531,34.92368506278617,34.80891588531881,36.2294673307991,38.15020850621469,39.88437851569413,44.59779154589691,45.29681559785504,46.68948631506648,48.587115079536176,46.16758906827445,53.22466155765043,54.44710897675133,62.085051718655656,72.17922917264292,98.4908174368292,64.73013847418115,9.968464585730167,0.7895266548228095,0.0,0.0,0.0,0.0,0.0
29.6003230096171,29.99931408013945,30.211620261610445,29.86452220933077,31.341562602710013,31.385505733369925,32.302438108686495,35.19817131260178,33.88286194389866,33.987594783789575,35.101400284574865,34.649288182670524,36.5782537059675,38.29886267636415,39.93288470107058,45.09605720270367,45.3003928601126,45.91066021667928,48.17663983734327,46.72163644275384,53.60452867120798,56.2106484524278,64.84580826796274,77.85638796133249,100.0,46.69845896720678,5.819127774748837,0.1966096339773425,0.0,0.0,0.0,0.0,0.0
30.08303785760885,30.411916932084555,29.937156582522203,29.915083625865503,31.56229061088624,31.4250056488213,32.23862976832249,35.828657079151355,34.102959925487816,34.61016772355394,35.33787057900616,35.01625984428728,37.35277128971487,38.64694944698405,40.65391674041479,44.945101700513554,45.64264827299469,46.06913588912168,49.52138603738748,47.21633511991099,53.97112800641355,58.27300282849411,67.50675436014477,82.42764940157237,95.2109851692234,33.540406780218945,3.2019028543901435,0.0,0.0,0.0,0.0,0.0,0.0
30.17143534133015,29.854993147442457,30.240063572018983,30.357271061350744,31.85990898632034,31.584015938639187,32.39242036624497,35.83986447101105,34.484345810308895,35.16958526590176,35.38144807866745,35.18055013389625,37.21361222999903,39.290365139888834,40.298271340936296,44.3930878826792,45.6281836296335,46.98893604985695,50.22831459239903,48.08071586987868,55.79983334226885,58.732974551002975,71.16747587810069,90.87153937974196,83.991603226774,22.3837620303083,1.4739981163839977,0.0,0.0,0.0,0.0,0.0,0.0
30.059167475985813,29.87306910522679,30.11132241857557,30.14582393190008,31.66101588965892,31.48528907843352,33.14245613999398,36.53798079865109,34.39628139201594,35.56479275011105,35.60477104784922,35.71554379982398,38.02746264998683,40.02877130199309,40.57953357138332,44.63099402654347,45.05151973486298,47.78164970623257,50.57004482318034,49.33340477133132,56.01396281102885,60.346749886604776,75.75972596577508,97.09865720625874,71.99263219576085,14.045056880779736,0.2247786967640193,0.0,0.0,0.0,0.0,0.0,0.0
30.07564014273182,29.87131294171375,30.225299215963634,30.37446878054168,31.82836669368348,31.91585529776279,33.08364740025144,35.692582235331486,34.29383323245156,35.081724913681995,35.47913777439426,35.98205451774128,39.03007286634904,40.30803896617567,41.21899596615075,45.34683306441658,45.13259017993413,47.92311118023702,51.52998253488951,49.70153864307652,57.515523236743306,62.33715914976552,81.7184614665707,100.0,56.1468448005375,6.974174959594531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.67386107908532,29.931400890352347,29.90900957258534,30.5340262399435,32.396926706445406,32.293905407250634,32.66490285106161,35.26889906423752,34.775285321077256,35.02924246254841,35.77258064817138,36.57499335296168,39.36781524476101,40.64271328701844,41.493739348186416,45.02976983208048,45.80542445701109,48.702428665645,50.99718254192008,50.47801158967163,59.219124636252026,64.20816382416845,89.0379421485688,97.18527318622088,40.77536654849647,4.173332316419067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.872889231691616,30.447228196677827,30.125200777250104,30.43097169669837,32.370010934896385,32.60904339859228,32.465885522085095,35.40649074973003,34.63501993908401,35.805151686151206,35.61827725584517,37.05511057255328,39.11856957208632,41.02337145098635,41.15236223149279,45.03336108861271,45.76652585417674,48.80811499883288,52.37183281435501,51.482663741270365,60.66292513834227,68.33839879076623,91.91285226279447,86.79876165243763,27.889378663656508,1.9194137868199508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.85091748125145,30.16824345111523,30.31094347707595,30.349854532845168,32.22804325168332,32.71452928674085,32.34655581078727,35.46922667203578,34.70692861327924,35.74176877897964,35.71931151538789,37.62224940688759,39.638989895193504,41.25780305353007,41.79361124427808,44.7171959579574,46.49085095596105,50.01523427662055,52.23368183502851,52.51591557953828,62.78863777568255,70.61708887313856,96.6911685838333,73.24690725536716,15.23988234006326,0.4182481103178452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.277373355999995,30.0995616987778,30.46897930598378,30.60867028093628,32.24637618216555,32.716619424825666,32.52841128224409,35.72150839977327,35.00378284219184,35.333480979488286,35.80619396334107,38.14018660027044,39.92299309437026,40.29560294995946,41.88571760940289,44.663481777454926,46.49417741298943,50.18821805061078,52.45774805323321,54.18905844791938,64.06842658917861,76.03991039488585,100.0,60.48182427185628,10.611475153473975,0.3044350946755128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.77061995921364,30.42838373480454,30.940223736320057,30.830848226668607,32.15370716069451,32.92594187249557,33.389506599370094,36.09363803213285,34.62389880537653,35.1005691966455,36.684884101874985,38.20214223981728,40.20571986104929,40.13837183869354,42.8428008626388,45.18843962258831,46.64981193146613,51.3007410686636,53.0660967823902,54.903688885284105,66.49322708677526,81.47709313625177,99.22316775368802,44.76205437024803,4.675096393833479,0.1261293090345662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.19211970738569,30.09364792449727,30.6981511861014,31.341514722889737,32.271531094442054,33.30480319436675,33.22148007443101,35.83313598670553,34.725765273905594,35.59414603358198,37.22288609729782,37.91626823596783,40.492363315368905,40.9787297723402,43.105425847854434,46.18087827860624,47.09808902118645,52.70777248486047,54.472417328142505,56.50332521385172,70.09232248850644,86.93416956219387,94.26907559393489,31.17649323817136,2.6795476088740955,0.172497197230182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.655373271572387,30.466022348992045,31.243305407297505,31.06599977505676,32.518532749974014,32.969267788552926,33.46485528714008,35.778189638428664,35.10699870165198,35.555501696538606,37.04280836191658,38.22885873150078,40.55666022596069,41.62499671317673,43.445703745632144,46.25729548986439,48.43244545540466,51.86995901173596,55.3976111049674,58.09991356828794,74.60887961331409,92.0177687652607,86.04187966448414,19.1537178110818,0.7054784564713776,0.2096606307419344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.82865906187861,30.613485585585337,31.24220864327381,30.96297221482944,32.17320902158944,33.5367184630757,33.766638656456635,36.249860155316014,35.579033297739,35.15142594807885,37.60022536404273,38.632849155986285,40.73818013289099,42.20438198778369,42.79222722979881,46.271491619920376,49.291076256719386,51.45558048835014,56.59023112835602,59.77150153338099,78.6101027510806,97.03349016401884,65.871350330596,10.3404485871112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.19070885267594,30.018075435595563,31.55697353876161,30.86189362972081,32.81179647636951,33.518333696362994,34.326645166923875,36.22730674834276,35.12176851193177,35.76971563418876,38.457505646730205,38.6786466481193,41.31017872386274,42.64914492891341,43.007862600689904,46.380549945072175,49.59188986927245,52.68550539672631,58.810779970218285,61.63496237555703,84.83582942791897,100.0,48.49936061326324,5.332594354992351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.19732032014358,30.61675883727176,30.96643934981274,30.309318874683782,32.74500397409049,33.47692791702963,34.25866819256696,36.25898697871745,34.97248983802592,36.80470717455864,38.71678680162941,38.62359979427371,42.02963450347647,43.32846940114704,42.8048103374984,46.37174665674371,49.81621041443851,53.74499438277791,59.273322069625166,64.80112490608653,91.7697411327503,96.01458087554168,34.42681257546846,2.1262661488429115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.5068218573563,30.41864637955375,31.802568946225303,30.335910972931927,32.40628467007311,33.62460578070323,34.36656243641797,36.83542546426239,35.499940729413,37.115748425427775,38.475572545853446,38.92155378308417,41.13664016622285,43.814510341972586,43.769203568267,47.39848365060765,50.74754687180037,54.64047227831633,61.413386703422766,68.4375773749999,96.15415090397926,83.9727651589873,20.34080991368429,0.9250872222208696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.613611797967533,30.56681199512813,31.673276588490346,30.41833623649946,32.625919339718344,34.10308932386354,34.388017565622896,37.18495161441987,35.42146427023316,37.01860677509511,39.17256363691418,39.54828218838357,41.53250853478053,42.859280908180914,42.98292877048735,48.40190938517348,51.007874199993616,55.94783953536336,64.46236733111411,72.73855629072072,98.83386408510566,67.05824987011394,11.726914054030384,0.5271457249429508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.22049612275707,30.841748892246432,31.683464113916536,30.706960883251888,32.5277296942731,34.101234865203814,34.58889613473738,36.29249486208965,36.085904084370576,37.39719579200179,39.16180035172259,39.53262994590354,41.84475560808759,43.17046665989908,43.86316207663071,48.402227509370114,53.23831736226657,56.97836047156808,66.51461263334316,76.94953718969849,100.0,54.193244993341295,5.394150200479855,0.2343661620555652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.37222429492613,30.98978622778332,31.799040981400854,31.095321996363047,32.084390304849435,33.82275263697731,34.51826054071771,36.529354759290655,36.95875026497124,37.67210109294282,39.42284691452506,39.74791376476075,42.6017838632065,43.859868137873896,44.1015975236607,49.13935311905688,52.8984588760967,59.04835780028859,69.14109922110885,82.11094047645486,96.19179730246375,42.71097844053551,3.5698808687451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.78379663484699,31.69615618532041,31.910901505533275,31.34216022077176,32.60396594003788,33.99776670938716,34.299288572834136,36.77708537481319,37.34607654761586,38.34137782079269,39.58308684552468,40.17931751592962,42.99060346424895,44.61498120324954,44.60696792656267,49.68682238711852,53.42892577515512,60.6844993922441,72.11393491608182,89.378242510004,93.67019635944266,30.09536301063069,1.2871629457977245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.59107633353891,31.63219549017248,32.018392371054624,30.969149681154818,32.701051082012135,34.052328904807766,34.20848210589097,37.308512662979375,37.62606902895039,38.64606134598577,39.667082510122896,39.88497512472931,43.50507965138158,45.35005984668444,44.60724928704801,50.5697533921966,53.99250422063028,62.06699124310249,76.9010204290158,95.7286934127769,79.31526110320952,18.307983894356685,0.1688649459931335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.068164790616635,31.289727568081712,31.98972403414612,31.49077154146702,32.89651436998887,34.35692631355758,34.44779935772623,37.2154773508704,37.89079607041825,39.18630539798838,40.26254874734856,40.48190172295244,43.65846502989973,44.71927608533484,44.95569809672449,50.821247148909066,55.10891756331711,64.0368000052008,81.45639885163808,100.0,65.16596482487569,9.99755906140782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.225931015280164,31.248397424248985,32.1016738022739,31.411368168317686,33.18172801305831,34.80741213915544,34.810425481547064,37.41450155385145,38.23440798924632,39.51106167079819,40.522775150085465,40.902538424296935,43.95742738292761,45.21338653594843,45.97136074356183,51.61176910208111,57.0161950895831,67.11917379124934,88.03534510619461,96.99634561510108,48.01484978856743,3.393300898547453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.23065396026673,31.27541242917543,32.11053916510459,30.95555132812316,33.152931925177626,34.80594965774094,35.11936065345929,37.74365169713681,38.02175824182256,39.89533127933908,41.0916812937892,41.4246088902065,44.05848304135535,44.88868617926765,46.378827015380274,52.61890691782277,58.09566275039885,70.35483849833194,93.64303689130324,87.08274971896807,31.08073924516146,0.7971280735642186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.658098644191007,31.59163377365972,32.26957948678131,31.60136306545409,33.068059500809014,34.98342899760196,35.70478651688863,37.52153480605653,38.4010190604828,40.05698955705644,41.03791678266144,41.97132135249444,44.63066181774116,45.13082836326637,47.19014338690286,53.46789904799007,59.91742559707885,74.89274600691742,99.42723453931052,75.73551130843764,23.386160435609955,0.4955794392512239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.87821541568713,31.35059243163373,32.96863763817952,31.462267098337804,33.63083414998703,35.053278498302376,35.8710674708076,37.19200658217776,38.966742095218,40.33020272875712,41.35244124728569,41.97839540581192,45.28372502568504,45.78117698159474,47.324760012447406,54.535509162550845,62.59965619718935,77.90640443166832,100.0,61.81306225165213,14.812675225440891,0.3758421712805482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.354691784053163,31.611532081993268,33.02949695047853,31.37651583839688,33.602051084887194,35.24562620111085,35.44578668668383,38.10218740212382,39.22605209044803,40.786640976839934,41.8356588249052,42.44709827264949,45.47578983038557,47.03289727253465,48.16335288817317,55.52727707005243,65.06401036069319,83.2816722583178,99.04988291909709,47.765380893246586,7.374231123817744,0.0620930645645619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
