#BLTrackFile
# x  y	z	Px	Py	Pz	t	PDGid	EventID	TrackID	ParentID    Weight
# mm mm mm MeV/c MeV/c MeV/c ns - - - -  -
-9.9902 -1.1103 0 -2.3318 0.29038 696.29 0 2212 314 1 1 1
3.5069 -5.7342 0 1.4647 1.4519 696.29 0 2212 315 1 1 1
-5.2313 4.7524 0 -2.7652 -1.1616 696.29 0 2212 316 1 1 1
-8.1577 -6.8994 0 -1.4966 2.4683 696.29 0 2212 317 1 1 1
7.7694 -6.2449 0 2.5918 1.3067 696.29 0 2212 318 1 1 1
-10.53 -2.1814 0 -2.2428 0.87116 696.29 0 2212 319 1 1 1
12.467 -1.7936 0 -0.28165 -0.29038 696.3 0 2212 320 1 1 1
3.731 3.4358 0 -1.0084 -0.49652 696.3 0 2212 321 1 1 1
17.188 6.5494 0 4.7346 0.58906 696.27 0 2212 322 1 1 1
-6.6666 -2.3098 0 -1.0433 0.87116 696.3 0 2212 323 1 1 1
1.4706 -2.5207 0 1.3865 0.72597 696.3 0 2212 324 1 1 1
-11.752 -1.3669 0 -2.4617 0.72597 696.29 0 2212 325 1 1 1
2.1302 -0.65 0 -2.0326 0.14519 696.29 0 2212 326 1 1 1
14.198 -0.8 0 4.4823 0 696.27 0 2212 327 1 1 1
-3.7077 4.5144 0 -0.43723 -1.5971 696.3 0 2212 328 1 1 1
-2.0879 5.4678 0 0.59591 -1.7423 696.29 0 2212 329 1 1 1
-7.9327 3.6162 0 -1.2983 -1.3067 696.29 0 2212 330 1 1 1
6.7706 -2.3 0 -0.38001 0.29038 696.3 0 2212 331 1 1 1
1.1563 -0.57 0 -1.9647 0.14519 696.29 0 2212 332 1 1 1
-6.4811 -4.2321 0 -2.2778 1.1616 696.29 0 2212 333 1 1 1
-10.397 -0.06 0 -2.1453 0 696.29 0 2212 334 1 1 1
-4.6611 -5.3787 0 -0.4045 1.8875 696.29 0 2212 335 1 1 1
3.1442 5.204 0 1.5425 -1.3067 696.29 0 2212 336 1 1 1
15.247 -3.06 0 4.4898 0 696.27 0 2212 337 1 1 1
9.3845 0.19 0 3.2174 0 696.28 0 2212 338 1 1 1
